story	text	retweet_count	created_at	hashtags	media	favorite_count	id	user_favourites_count	user_followers_count	user_friends_count	user_listed_count	user_location	user_name	user_screen_name.1	user_statuses_count
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-21 07:16:25+00:00			0	966209981258305536	66058	813	712	1	Province of Quebec	Speedbird 🇨🇦. #Skippy'sNotMyPM	Timhortinz	76925
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-05 13:42:26+00:00			0	960508918752477185	1099	106	48	0	Anderson, IN	Scott Marling	marling_scott	1593
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-03 17:28:05+00:00			0	959840932433682432	28476	98	526	1		lynn cella	cella_lynn	19390
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-11 13:01:51+00:00			0	962673034883604480	35693	1952	2263	7	Here, There, Everywhere!	History Fanatic!	Blase_Blase_Blu	54891
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-04 02:06:11+00:00			0	959971314223034368	26037	444	410	25		Laura	DrLaura17	33327
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-05 05:43:34+00:00			0	960388411004768257	37234	1526	0	3		CHRIS SITTARD	SittardThomas	103973
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-05 05:03:05+00:00			0	960378221144494080	24078	778	639	23	Business, None Ya	Woa! Black Betty	HatPeople	27223
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-05 05:31:19+00:00			0	960385327218221056	46988	249	601	4	Florida, USA	M W🇺🇸💻	Fuelpagan	18495
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	1047	2018-02-06 21:55:04+00:00			0	960995283692736518	2631	999	1643	13		dianna	diannakhouri	12457
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 11:56:12+00:00			0	1006867832292900864	79859	8101	9175	2	North Carolina, USA	Dave Green NRA	Dave_Green_NRA	34903
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 21:44:05+00:00			0	1007015776820301824	110649	492	411	0	United Kingdom	Jeff R	jeffjames49	88607
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 20:57:05+00:00			0	1007003951563247616	178400	2756	2877	117		Gwnneth Atkinson	GwnnethA	225359
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 11:33:52+00:00			0	1006862211250192386	43730	349	888	5	anywhere	Michelle C	Dumpling88	38614
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 05:08:56+00:00			0	1006765341006094337	66181	6062	6177	1	Northern Kentucky 	Mariann Mason	MariannMason2	55039
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 12:50:14+00:00			0	1006881428951523328	11580	2275	2232	2	United States	S͎e͎a͎t͎e͎d͎ ͎i͎n͎ ͎C͎h͎r͎i͎s͎t͎ ✝	Seated_inChrist	24318
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 20:44:00+00:00			0	1007000657893740544	24181	435	470	15	USA	Timber	Timber79	63067
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-15 17:53:47+00:00			0	1007682595331510272	46969	3992	4468	10	Former Cali now Idaho	KRAKEN 68% PRESIDENT-ELECT 🇺🇸mickjj ن🇺🇸	mickjj	43693
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 06:50:20+00:00			0	1006790859365511168	53448	2154	3848	9	S.Devon. United Kingdom.	Clive Roberts	clive7216	53390
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 06:56:20+00:00			0	1006792368710979591	2945	103	483	0	San Jose Ca.	Ken Stout	occupyosj	5758
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 05:29:42+00:00			0	1006770565368119298	7414	1874	1852	28		GateKeeper	GateKeeper1776	95051
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 06:00:06+00:00			0	1006778217166929923	15256	92	924	2	United States	venus	atlmom777	25423
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 05:44:03+00:00			0	1006774176508776450	26205	997	951	28	Oz	Checkmate	comnsense	67256
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 04:43:46+00:00			0	1006759006990241792	201011	1224	1724	1	El Paso, TX	Corbin	dyerc2012	118200
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 07:53:50+00:00			0	1006806837734313984	132	6748	7569	260	Switzerland	Chrissie Z	z_chrissie	564055
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-14 09:24:46+00:00			0	1007192110725033985	78440	3996	4668	2		Donna	Donna6499	99460
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 07:16:25+00:00			0	1006797420355817472	106470	4516	4489	57		SashGirl	SashGirlVegas	147802
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 21:23:24+00:00			0	1007010572422995968	835	567	2035	0	Athens, Greece	Pericles	PericlesHarry	5065
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 16:52:31+00:00			0	1006942402664427520	303901	8567	7760	88	No Lists Please. #Blocked	Heidi 🇬🇧 #TimeToRise #WeWillNotComply	heidiEC5	583737
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 05:02:57+00:00			0	1006763834458206208	9018	89	2450	0	United States of America	Breakwater	Breakwater219	3402
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 08:08:18+00:00			0	1006810477551325189	10862	125	357	0		Marilyn Montgomery⭐⭐⭐	Marilyn86961961	3857
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 04:39:10+00:00			0	1006757849140060160	269120	7139	7884	16	United States	Nicky Zwan	nicky_zwan	154758
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-14 19:39:34+00:00			0	1007346827853586432	9234	1265	1631	2	Florida, USA.  Oregon U.S.A.	Stitch	whatsurpointnow	10780
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 06:19:54+00:00			0	1006783200012701696	199388	1236	236	0	Basingstoke	keith blakeney	KeithKaith	148999
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 13:05:54+00:00			0	1006885373186895873	21716	1051	4390	0	United States	ymaslavi	YMaslavi	76632
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 19:05:35+00:00			0	1006975889198891008	107635	1066	950	1	Great American Redoubt	RoyalDame	Royaldame1	119203
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 12:26:38+00:00			0	1006875491926601729	21998	2549	3143	33	Worldwide	RoboHoward	RoboHoward	153953
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 05:13:15+00:00			0	1006766426491949056	15587	655	736	27	Oceania	𝒞𝓊𝒸𝓊𝓁𝒶𝒾𝓃𝓃 John 8:32 🇮🇪	Reconquista1970	34147
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 05:15:35+00:00			0	1006767012159393792	12414	966	1631	1		LL12	darrymusico1	4625
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	981	2018-06-13 21:32:16+00:00			0	1007012803776000006	40803	284	226	5		dawn m smith	leeluabbie	21052
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-23 13:53:58+00:00			0	1043861029460082688	62763	3081	3786	48	Liberty Hill, Texas, USA	🕊✝️🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🇳🇴I M Jacob	jrltexas1	76869
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 21:27:46+00:00			0	1043250456938639360	56069	1669	2298	0		Trumpster4ever	woodmom2013	8034
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 02:11:23+00:00			0	1043321831577419777	11096	11069	11062	2		i love america. love it or leave it	EsquedaLouie	13735
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 04:23:24+00:00			0	1043355056219869184	38243	1097	4964	0	Sweetwater, TX	Darrell Hardin	DarrellHardin73	4598
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 22:36:09+00:00			0	1043267666050408448	105672	21886	22927	5		Martin Burchell	marburell	135741
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 00:22:05+00:00			0	1043294327491977216	16720	996	647	3	Canada	Trudeau_is_Dirty 🇨🇦	JTheaaz	34807
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 08:56:05+00:00			0	1043423677700874241	5259	1630	1663	1	Wales, United Kingdom	Llewellyn	Gwnyned	4640
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 05:47:21+00:00			0	1043376184283807744	68097	590	983	1	Grimsby, England	dennis williams	philloebaddoe	38020
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 19:40:20+00:00			0	1043585810967277568	140564	414	1820	1		Antxon Berrokal	BerrokalAntxon	31704
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 21:23:41+00:00			0	1043249429086490625	105390	1608	2624	2		Jane Harrison Motown	janebharrison	52434
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 00:10:13+00:00			0	1043291341260824576	10747	9783	9586	393	Planet Trump	☆ Ƙαѕѕαη∂яα 🇬🇷✝️💸⚱	KassandraTroy	532363
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 22:08:56+00:00			0	1043260819415478272	32888	349	1277	2	ישראל	❦_Simon Shahar_❦	flika_limilki	62571
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 22:12:36+00:00			0	1043261741789061120	37101	1821	2084	0		Keith	keithsonofhod	76498
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 21:49:55+00:00			0	1043256033018294274	174117	2429	3652	29		WhoIsJohnGalt?	GaltWhoo	23140
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 19:27:17+00:00			0	1043582524235112453	23633	410	459	77	United States	chris brown	chrisbrow17	172716
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 04:12:47+00:00			0	1043352383126941696	17561	262	536	0	settee	D_Notice	BBC_Biased_	18238
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 14:10:41+00:00			0	1043502848661688320	23790	84	538	0		Ashish	Ashishkothapali	10881
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-23 12:25:27+00:00			0	1043838754572718082	10460	320	419	20		AntiMuslim	kikibiscane	32286
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 22:30:32+00:00			0	1043266253169745920	3087	769	1303	2	Sydney Australia 	Celeste Grossmann	LadymeChibi	8078
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 15:41:03+00:00			0	1043525592195448832	63327	3736	3941	1		BuckDoug	BuckDoug75	79549
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-25 02:04:09+00:00			0	1044407175156830209	123696	5077	5644	12	Florida, USA	antoinette@eatcake	antoinette2645	119844
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-21 21:53:26+00:00			0	1043256916103725056	55304	2473	3064	85	Valley of the Sun, AZ  	❌Marie❌	C1RCL3J3RK	64731
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	858	2018-09-22 02:28:44+00:00			0	1043326196682051584	36758	15094	15614	121	alabama	kerry	boyfromdixie	145709
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	333	2018-10-12 00:26:33+00:00			0	1050543206188888064	26619	1878	2158	49		Jon Holloway	jonburtonhx	78973
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	333	2018-10-11 21:44:58+00:00			0	1050502543921569795	13235	3447	3734	3	Florida, USA	Shannon	StewDeplorable	10035
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	333	2018-10-11 18:19:24+00:00			0	1050450811610980352	20269	2755	3648	36	Oslo	Arne Bralund	frittforum	43968
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	333	2018-10-11 16:33:03+00:00			0	1050424046326755328	54238	2010	2296	274		max	Massimo_Masini	328923
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	333	2018-10-11 17:12:27+00:00			0	1050433962991124480	183886	6028	5980	7	Illinois	Burg ✬✬✬	KellyDetoni	330048
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	333	2018-10-12 02:45:17+00:00			0	1050578120313462784	206382	2946	2764	86	here & now  🇺🇸	news & views	eclectelectric	346086
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	246	2018-09-15 20:09:02+00:00			0	1041056317685751813	52347	748	77	29		Elaine Murray	murray_33	70571
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	246	2018-09-16 02:51:32+00:00			0	1041157611217985537	149671	3135	3834	60	Florida, USA	Kay Jenney Patriot	yakyennej	126996
	@AmyMek's account has been withheld in Germany, France based on local law(s). Learn more.	246	2018-09-15 22:15:00+00:00			0	1041088018671517696	4921	171	291	0	NY Ed. Ca. USA	robert stephens	8obb8	7890
